date,21_actMode,31_actMode,41_actMode,3_actMode,6_actMode,7_actMode,12_actMode,13_actMode,14_actMode,22_actMode,23_actMode,24_actMode,32_actMode,33_actMode,34_actMode,42_actMode,43_actMode,44_actMode,52_actMode,53_actMode,54_actMode,62_actMode,63_actMode,1_actMode,2_actMode,4_actMode,5_actMode,8_actMode,15_actMode,88_actMode,45_actMode,46_actMode,87_actMode,89_actMode,90_actMode,92_actMode,55_actMode,56_actMode,64_actMode,65_actMode,72_actMode,73_actMode,9_actMode,10_actMode,11_actMode,16_actMode,17_actMode,18_actMode,25_actMode,26_actMode,27_actMode,35_actMode,36_actMode,37_actMode,47_actMode,48_actMode,86_actMode,57_actMode,58_actMode,66_actMode,67_actMode,68_actMode,91_actMode,74_actMode,75_actMode,76_actMode,80_actMode,81_actMode,19_actMode,20_actMode,27_actMode,28_actMode,29_actMode,38_actMode,39_actMode,49_actMode,50_actMode,59_actMode,60_actMode,69_actMode,70_actMode,76_actMode,77_actMode,78_actMode,82_actMode,83_actMode,30_actMode,40_actMode,51_actMode,61_actMode,71_actMode,79_actMode
07.06.2023,61.59647434,61.59647434,61.59647434,50.26376484,60.94833363,60.94833363,60.94833363,60.94833363,60.94833363,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.65805672,52.65805672,52.65805672,52.65805672,52.65805672,63.68179584,63.68179584,63.68179584,63.68179584,52.56319347,52.56319347,52.56319347,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,53.43704224,53.43704224,53.43704224,53.43704224,61.46606873,61.46606873,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,49.57603836,49.57603836,49.57603836,49.57603836,49.57603836,44.22505161,44.22505161,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,52.98026829,52.98026829,52.98026829,52.98026829,52.52648819,52.52648819,52.52648819,52.52648819,52.52648819,54.94783356,54.94783356,54.94783356,42.72720432,42.72720432,48.18118164
08.06.2023,61.59647434,61.59647434,61.59647434,50.26376484,60.94833363,60.94833363,60.94833363,60.94833363,60.94833363,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.65805672,52.65805672,52.65805672,52.65805672,52.65805672,63.68179584,63.68179584,63.68179584,63.68179584,52.56319347,52.56319347,52.56319347,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,53.43704224,53.43704224,53.43704224,53.43704224,61.46606873,61.46606873,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,49.57603836,49.57603836,49.57603836,49.57603836,49.57603836,44.22505161,44.22505161,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,52.98026829,52.98026829,52.98026829,52.98026829,52.52648819,52.52648819,52.52648819,52.52648819,52.52648819,54.94783356,54.94783356,54.94783356,42.72720432,42.72720432,48.18118164
09.06.2023,61.59647434,61.59647434,61.59647434,50.26376484,60.94833363,60.94833363,60.94833363,60.94833363,60.94833363,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.65805672,52.65805672,52.65805672,52.65805672,52.65805672,63.68179584,63.68179584,63.68179584,63.68179584,52.56319347,52.56319347,52.56319347,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,53.43704224,53.43704224,53.43704224,53.43704224,61.46606873,61.46606873,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,49.57603836,49.57603836,49.57603836,49.57603836,49.57603836,44.22505161,44.22505161,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,52.98026829,52.98026829,52.98026829,52.98026829,52.52648819,52.52648819,52.52648819,52.52648819,52.52648819,54.94783356,54.94783356,54.94783356,42.72720432,42.72720432,48.18118164
10.06.2023,61.59647434,61.59647434,61.59647434,50.26376484,60.94833363,60.94833363,60.94833363,60.94833363,60.94833363,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.65805672,52.65805672,52.65805672,52.65805672,52.65805672,63.68179584,63.68179584,63.68179584,63.68179584,52.56319347,52.56319347,52.56319347,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,53.43704224,53.43704224,53.43704224,53.43704224,61.46606873,61.46606873,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,49.57603836,49.57603836,49.57603836,49.57603836,49.57603836,44.22505161,44.22505161,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,52.98026829,52.98026829,52.98026829,52.98026829,52.52648819,52.52648819,52.52648819,52.52648819,52.52648819,54.94783356,54.94783356,54.94783356,42.72720432,42.72720432,48.18118164
11.06.2023,61.59647434,61.59647434,61.59647434,50.26376484,60.94833363,60.94833363,60.94833363,60.94833363,60.94833363,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.65805672,52.65805672,52.65805672,52.65805672,52.65805672,63.68179584,63.68179584,63.68179584,63.68179584,52.56319347,52.56319347,52.56319347,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,53.43704224,53.43704224,53.43704224,53.43704224,61.46606873,61.46606873,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,49.57603836,49.57603836,49.57603836,49.57603836,49.57603836,44.22505161,44.22505161,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,52.98026829,52.98026829,52.98026829,52.98026829,52.52648819,52.52648819,52.52648819,52.52648819,52.52648819,54.94783356,54.94783356,54.94783356,42.72720432,42.72720432,48.18118164
12.06.2023,61.59647434,61.59647434,61.59647434,50.26376484,60.94833363,60.94833363,60.94833363,60.94833363,60.94833363,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.65805672,52.65805672,52.65805672,52.65805672,52.65805672,63.68179584,63.68179584,63.68179584,63.68179584,52.56319347,52.56319347,52.56319347,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,53.43704224,53.43704224,53.43704224,53.43704224,61.46606873,61.46606873,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,49.57603836,49.57603836,49.57603836,49.57603836,49.57603836,44.22505161,44.22505161,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,52.98026829,52.98026829,52.98026829,52.98026829,52.52648819,52.52648819,52.52648819,52.52648819,52.52648819,54.94783356,54.94783356,54.94783356,42.72720432,42.72720432,48.18118164
13.06.2023,61.59647434,61.59647434,61.59647434,50.26376484,60.94833363,60.94833363,60.94833363,60.94833363,60.94833363,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.65805672,52.65805672,52.65805672,52.65805672,52.65805672,63.68179584,63.68179584,63.68179584,63.68179584,52.56319347,52.56319347,52.56319347,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,53.43704224,53.43704224,53.43704224,53.43704224,61.46606873,61.46606873,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,49.57603836,49.57603836,49.57603836,49.57603836,49.57603836,44.22505161,44.22505161,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,52.98026829,52.98026829,52.98026829,52.98026829,52.52648819,52.52648819,52.52648819,52.52648819,52.52648819,54.94783356,54.94783356,54.94783356,42.72720432,42.72720432,48.18118164
14.06.2023,61.59647434,61.59647434,61.59647434,50.26376484,60.94833363,60.94833363,60.94833363,60.94833363,60.94833363,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.65805672,52.65805672,52.65805672,52.65805672,52.65805672,63.68179584,63.68179584,63.68179584,63.68179584,52.56319347,52.56319347,52.56319347,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,53.43704224,53.43704224,53.43704224,53.43704224,61.46606873,61.46606873,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,49.57603836,49.57603836,49.57603836,49.57603836,49.57603836,44.22505161,44.22505161,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,52.98026829,52.98026829,52.98026829,52.98026829,52.52648819,52.52648819,52.52648819,52.52648819,52.52648819,54.94783356,54.94783356,54.94783356,42.72720432,42.72720432,48.18118164
15.06.2023,61.59647434,61.59647434,61.59647434,50.26376484,60.94833363,60.94833363,60.94833363,60.94833363,60.94833363,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.65805672,52.65805672,52.65805672,52.65805672,52.65805672,63.68179584,63.68179584,63.68179584,63.68179584,52.56319347,52.56319347,52.56319347,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,53.43704224,53.43704224,53.43704224,53.43704224,61.46606873,61.46606873,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,49.57603836,49.57603836,49.57603836,49.57603836,49.57603836,44.22505161,44.22505161,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,52.98026829,52.98026829,52.98026829,52.98026829,52.52648819,52.52648819,52.52648819,52.52648819,52.52648819,54.94783356,54.94783356,54.94783356,42.72720432,42.72720432,48.18118164
16.06.2023,61.59647434,61.59647434,61.59647434,50.26376484,60.94833363,60.94833363,60.94833363,60.94833363,60.94833363,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.65805672,52.65805672,52.65805672,52.65805672,52.65805672,63.68179584,63.68179584,63.68179584,63.68179584,52.56319347,52.56319347,52.56319347,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,53.43704224,53.43704224,53.43704224,53.43704224,61.46606873,61.46606873,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,49.57603836,49.57603836,49.57603836,49.57603836,49.57603836,44.22505161,44.22505161,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,52.98026829,52.98026829,52.98026829,52.98026829,52.52648819,52.52648819,52.52648819,52.52648819,52.52648819,54.94783356,54.94783356,54.94783356,42.72720432,42.72720432,48.18118164
17.06.2023,61.59647434,61.59647434,61.59647434,50.26376484,60.94833363,60.94833363,60.94833363,60.94833363,60.94833363,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.65805672,52.65805672,52.65805672,52.65805672,52.65805672,63.68179584,63.68179584,63.68179584,63.68179584,52.56319347,52.56319347,52.56319347,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,53.43704224,53.43704224,53.43704224,53.43704224,61.46606873,61.46606873,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,49.57603836,49.57603836,49.57603836,49.57603836,49.57603836,44.22505161,44.22505161,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,52.98026829,52.98026829,52.98026829,52.98026829,52.52648819,52.52648819,52.52648819,52.52648819,52.52648819,54.94783356,54.94783356,54.94783356,42.72720432,42.72720432,48.18118164
18.06.2023,61.59647434,61.59647434,61.59647434,50.26376484,60.94833363,60.94833363,60.94833363,60.94833363,60.94833363,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.40067547,52.65805672,52.65805672,52.65805672,52.65805672,52.65805672,63.68179584,63.68179584,63.68179584,63.68179584,52.56319347,52.56319347,52.56319347,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,52.68984406,53.43704224,53.43704224,53.43704224,53.43704224,61.46606873,61.46606873,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,61.56604515,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,44.93042545,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,43.46039925,49.57603836,49.57603836,49.57603836,49.57603836,49.57603836,44.22505161,44.22505161,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,54.33346581,52.98026829,52.98026829,52.98026829,52.98026829,52.52648819,52.52648819,52.52648819,52.52648819,52.52648819,54.94783356,54.94783356,54.94783356,42.72720432,42.72720432,48.18118164
19.06.2023,61.37535229,61.37535229,61.37535229,50.32211334,60.77806229,60.77806229,60.77806229,60.77806229,60.77806229,52.38724182,52.38724182,52.38724182,52.38724182,52.38724182,52.38724182,52.38724182,52.38724182,52.38724182,52.69814335,52.69814335,52.69814335,52.69814335,52.69814335,63.49368923,63.49368923,63.49368923,63.49368923,52.61797115,52.61797115,52.61797115,52.70230259,52.70230259,52.70230259,52.70230259,52.70230259,52.70230259,53.34809456,53.34809456,53.34809456,53.34809456,61.51591373,61.51591373,61.48369427,61.48369427,61.48369427,61.48369427,61.48369427,61.48369427,44.9480584,44.9480584,44.9480584,44.9480584,44.9480584,44.9480584,44.9480584,44.9480584,44.9480584,43.31511429,43.31511429,43.31511429,43.31511429,43.31511429,43.31511429,49.41257629,49.41257629,49.41257629,49.41257629,49.41257629,44.17058254,44.17058254,54.44425804,54.44425804,54.44425804,54.44425804,54.44425804,54.44425804,54.44425804,52.98873371,52.98873371,52.98873371,52.98873371,52.27632874,52.27632874,52.27632874,52.27632874,52.27632874,54.86849491,54.86849491,54.86849491,42.54234005,42.54234005,48.06496666
